,id,text,likes,comments
860,#Bristruth27469,"URGENT: People living in Redland area, there is a man going around pretending to be a part of the Bristol City Council investigating lofts and offering loft insulations etc. for free to 'tenants of the house', and that you don't need to speak to the landlord because it's 'up to the tenants discression.' He will try to get in to 'inspect the loft' and because he needs to talk to 'every tenant in the house' first but please don't let him in because he is a fraud and will try to scam you! Anyone legit will always have to speak to the landlord first, and is not allowed in unless given permission by the landlord. He was wearing all black with a Bristol City Council lanyard that was tucked in and a black fleece Bristol City Council body warmer with a bit of red on it so he did look legit (but isn't). Be safe, always check with your landlord first, and if in doubt just turn them away! 💜",129,27
861,#Bristruth27453,Just heard that Guildhall in London has closed due to coronavirus... just saying I’ll take one for the team so we don’t have to hand in any work lol,8,3
862,#Bristruth27451,"Painful truth:

Signet rings are actually a little bit common these days. Only true members of the gentry are confident enough of their class to not feel the need to wear one x",29,16
863,#Bristruth27445,THE PEOPLE WANT OWN BRAND VEGETARIAN PESTO THAT ISN’T £3!!!!!!!!!!,57,4
864,#Bristruth27442,"Stop looking at stock prices in the economics lecture, yes, we get it, you want to be an investment banker, move on.",84,32
865,#Bristruth27405,The people who organised the youth climate strike set up a fundraiser to help with getting College Green looking nice for spring :) https://www.gofundme.com/f/repair-college-green-after-the-youth-strike?utm_source=customer&utm_medium=copy_link-tip&utm_campaign=p_cp+share-sheet,36,4
866,#Bristruth27400,"How are we nearly at the end of another year of uni? I’ve had a crush on this girl since first year and still can’t muster the courage to talk to her, maybe I just need to accept it’s not going to happen :(",17,6
867,#Bristruth27396,Oh the irony of missing the climate strike to go do an engines lab,41,4
868,#Bristruth27386,The calories from a 4 am donnervans don't count,143,24
869,#Bristruth27385,"Thank you to J, from Bristol Nightline who spoke to me for an hour while I was drunk and in need of just a chat. You were amazing, made me laugh and feel so comfortable.

If you ever need someone to just talk to or listen to you, for any reason, please call Nightline. All the volunteers are amazing ❤️",121,1
870,#Bristruth27381,"It’s the 28th of February. There’s a climate strike in Bristol. You must go to maintain your Bristol appearance. You make a mildly witty sign about the earth being fucked. You proudly hold it aloft in College Green and see someone take a photo of it to put on their Instagram story.

Life is good.",251,11
871,#Bristruth27368,My work? Undone. My room? A mess. My fridge? Empty. My sanity? Rapidly disappearing. Hotel? Trivago.,154,15
872,#Bristruth27344,"My grumble about Greenies: nuclear power is the solution to the energy crisis and has the lowest rate of deaths per kilowatt hour, but nobody's interested because people ride on a basic layman knowledge of Chernobyl and Fukushima instead of reading up on modern reactors and stats.",306,28
873,#Bristruth27339,I've been liking ambient music more and more since coming to Bristol that I think I'm slowing moving towards listening to whale noises,52,19
874,#Bristruth27331,"Unpopular Opinion:

Nutella tastes horrible, it tastes like nuts, it's not chocolate spread, and it should be banished from the face of the Earth",143,74
875,#Bristruth27320,Having a bonfire on on the Downs at - all welcome and feel free to bring your own materials - my flat mates and I will be burning the ridiculous number of strike action and Christian society leaflets we’ve been given in the last couple of weeks. It’ll be nice to finally put them to good use.,46,3
876,#Bristruth27312,"#Bristruth27278
‘How dare you judge girls for their appearance you must have tiny little baby dicks hahah’

Seems to me that you’re just as much a dickhead as those fuckboys 🧐",29,2
877,#Bristruth27297,"""It began with the forging of the Great pastries. Three steak slice were given to the Souf, immortal, wisest and fairest of all beings. Seven to the Scouse, great footballers and craftsmen of the Mersey halls. And nine, nine bean melts were gifted to the race of Manc, who above all else desire Greggs. For within these rings was bound the strength and the will to destroy each other on the weeken footeh'. But they were all of them deceived, for another meal was made. Deep in the land of Lancashire, in the Fires of the peak district, the Dark Lord N'gubu forged a master sossij roll, and into this ring he poured his cruelty, his malice and his will to dominate all life.
One roll to rule them all",29,5
878,#Bristruth27285,"Pancakes:

Like for crêpe style
Heart for American style

Also the best topping is lemon and sugar and you can't tell me otherwise",1061,34
879,#Bristruth27284,"Let me tell you a story about a girl. A girl who is still a stranger to me but one who I long to be closer to. A girl who everyone passes everyday without a second glance. A girl who ultimately deserves better. For the purposes of this story I'll call her 'Grace'.

In first year I barely knew of Grace's existence. I would hear people talking about her but I never really got the chance to learn more about her or even meet her. This all changed in second year when I moved into a house that was fairly close to hers.
We would see each other everyday and would share a quick friendly smile, simply acknowledging the fact that we were neighbours. This was fine at the beginning but everday I started to want more and more from this relationship.

So I finally found the courage to talk to her. And this is where my world flipped upside down. Grace was more than I could have ever expected. She was warm, friendly, kind, and most importantly, completely accepting of me.

I've made a mistake though and I haven't talked to Grace as much as I want to. Even when I'm with other girls, I start thinking about how great a person Grace is. So this is my promise:

Grace Reeves, I promise to study more inside you.",26,6
880,#Bristruth27274,"Econ students are snakey, they’ll take advantage your friendship just for the Linkedin connection",112,62
881,#Bristruth27269,when i die bury me in the ballpit at bed mondays,54,21
882,#Bristruth27263,I would have sex but strava doesn't have that setting,72,65
883,#Bristruth27241,🐝,27,6
884,#Bristruth27223,.,83,8
885,#Bristruth27217,vimto over ribena any day of the week,81,6
886,There are only 2 more days left of the Bristruths Wellbeing Review.,"
Thank you all so much for submitting your stories so far.

If you haven't heard about the review and are wondering why are logo is red take a look at the following post for more info: https://www.facebook.com/Bristruths/posts/2613636638857668

Let's make the last 48 hours count!

Thank you again.
The Admins xxx

BTWELLBEING.UNI-TRUTHS.COM
Bristruths Wellbeing Review

Bristruths
10 February at 12:00 ·

Over the next two weeks, Bristruths will be running a “Wellbeing Review” of Bristol University with supporting work from Epigram. The goal of this review is to gather positive and negative stories of wellbeing at Bristol. This could be to do with course stress, depression, loneliness, or any other aspect of uni life that affects people’s mental health. We want to hear your experiences of wellbeing, where you think the University is doing well, and where you think it could improve.

We will be running two submission points for people to share their stories. The first will be a regular submission page. Here, people should anonymously submit content. The second submission point will be a google form with an included field for a university email.

At the end of the two week period two things will happen. Firstly, Epigram will contact a selection of people from the Google form submissions that we’ll share with them. They will interview them and publish their stories, anonymously if preferred, in print or online. Secondly, all anonymous submissions will be delivered by hand to University Senior Management in both printed form and a single electronic copy. Please submit to both submission points if you wish to be a part of both actions.

We are aware that content of this nature is highly confidential. Only one Bristruth admin and one Epigram editor will have access to the submissions. Once the Epigram editor has chosen people to contact, a small selection of the team will be involved in the interviewing and writing process. Submitting on the Google form still allows you to remain anonymous in any Epigram articles. At the end of the project, all submissions will be deleted.

None of these submissions will be posted to Facebook.

On a final note, we are not doing this to try and draw a target on the University. We are looking for people to provide examples of where services have been a success, as well as constructive criticism where the University needs improvement. Importantly, we want these to be personal stories, something that can’t be told through boxes on a survey.

Thank you for being a part of this project.

The Admins xxx

The anonymous form can be found here:
(Submissions to be filtered for spam then delivered to the uni)
https://btwellbeing.uni-truths.com/

The Google form can be found here:
(Submissions to be reviewed and a select few contacted for interviews to feature in Epigram)
https://forms.gle/reHc9uVFMuJd8rQU6

Support services can be found at:
Samaritans https://www.samaritans.org/ 116 123
Nightline http://bristol.nightline.ac.uk/ 01179 266 266
Papyrus https://www.papyrus-uk.org/ 0800 068 41 41
Student Minds http://www.studentminds.org.uk/findsupport.html",3,0
887,"Over the next two weeks, Bristruths will be running a “Wellbeing Review” of Bristol University with supporting work from Epigram. The goal of this review is to gather positive and negative stories of wellbeing at Bristol. This could be to do with course stress, depression, loneliness, or any other aspect of uni life that affects people’s mental health. We want to hear your experiences of wellbeing, where you think the University is doing well, and where you think it could improve.","
We will be running two submission points for people to share their stories. The first will be a regular submission page. Here, people should anonymously submit content. The second submission point will be a google form with an included field for a university email.

At the end of the two week period two things will happen. Firstly, Epigram will contact a selection of people from the Google form submissions that we’ll share with them. They will interview them and publish their stories, anonymously if preferred, in print or online. Secondly, all anonymous submissions will be delivered by hand to University Senior Management in both printed form and a single electronic copy. Please submit to both submission points if you wish to be a part of both actions.

We are aware that content of this nature is highly confidential. Only one Bristruth admin and one Epigram editor will have access to the submissions. Once the Epigram editor has chosen people to contact, a small selection of the team will be involved in the interviewing and writing process. Submitting on the Google form still allows you to remain anonymous in any Epigram articles. At the end of the project, all submissions will be deleted.

None of these submissions will be posted to Facebook.

On a final note, we are not doing this to try and draw a target on the University. We are looking for people to provide examples of where services have been a success, as well as constructive criticism where the University needs improvement. Importantly, we want these to be personal stories, something that can’t be told through boxes on a survey.

Thank you for being a part of this project.

The Admins xxx

The anonymous form can be found here:
(Submissions to be filtered for spam then delivered to the uni)
https://btwellbeing.uni-truths.com/

The Google form can be found here:
(Submissions to be reviewed and a select few contacted for interviews to feature in Epigram)
https://forms.gle/reHc9uVFMuJd8rQU6

Support services can be found at:
Samaritans https://www.samaritans.org/ 116 123
Nightline http://bristol.nightline.ac.uk/ 01179 266 266
Papyrus https://www.papyrus-uk.org/ 0800 068 41 41
Student Minds http://www.studentminds.org.uk/findsupport.html

BTWELLBEING.UNI-TRUTHS.COM
Bristruths Wellbeing Review",0,0
888,#Bristruth27207,So can bristruths do a friend speed dating event?!,21,0
889,#Bristruth27201,Engineering design is the sexiest discipline change my mind,35,50
890,#Bristruth27187,"You drunk text your ex, I drunk text Mob Kitchen. We are not the same.",56,21
891,#Bristruth27170,Why do so many people like to smell their keys in the club?? Weirdos 😅😂,205,23
892,#Bristruth27163,"As inspired by the legends that have come before me I present a review of the SU water fountains, starting with:

Link Space 1:

Flow Rate: 1.5 litres/minute, nothing to write home about but plenty of time to eye fuck the occupants of the link space. (6.5/10)
Cleanliness: Your average water fountain grime, not enough to make you find an alternative. (7/10)
Location: Nice and close to most of the attractions to be found in the SU (not sure what they are?) (8/10)
Fountain: No fountain to speak of here, water bottles only, very disappointing. (0/10)
Taste: Good quality Bristol water, bit cloudy as flow begins. Chilled water would be nice. (7.5/10)

Overall: It’s probably the flagship water fountain of the SU due to its location and so an overall rating of (5.8/10) is rather disappointing. Add to this the fact it has only recently been repaired because of the graduation ceremony and well I’ve got a rather sour after taste.

Rankings:
1. Link Space 1 (5.8/10)",14,3
893,#Bristruth27162,"I’ve realised my type is boys who lead me on, show zero interest in me and definitely have zero feelings for me 😍 hmu toxic kings xxxxxx",149,45
894,#Bristruth27159,"Having my pasta from a plate not a bowl, to create a sense of occasion.",54,13
895,#Bristruth27153,Most people will listen to soothing music to help them study. Me? I watch/listen to Detective Pikachu dancing on loop for 1 hour 40 minutes straight,17,2
896,#Bristruth27148,"As a girl who recently hooked up with a girl, I can now confidently say that I’m an amazing liar. I tricked even myself into believing that I had orgasmed when being with men. I had no idea how good sex could actually feel until a few nights ago and I can’t stop thinking about her. Maybe I’m lesbian, maybe I’m American... or maybe.... just maybe it’s Maybelline",188,13
897,#Bristruth27147,"University is like bowling.
You'll just be struggling to keep up, but occasionally surprised by a strike.",420,39
898,#Bristruth27144,"@Brisdates dear who ever was meant to be my blind date
I’m soo sorry, my mum ambushed me has stolen my sofa for the night..... can’t attempt bring a boy home if his mother is staying over 👀
Reschedule whoever you are...... I’ll buy drinks 🤦🏼‍♂️ I’m so embarrassed 😅 pls @ yourself I need to know
M",7,6
899,#Bristruth27143,"fellow bristolians, please give me your list of must watch k dramas; i need something to clear my mind after that train wreck of an ending for crash landing on you.

many thanks in advance",15,19
900,#Bristruth27138,"Discovered this new building. Has a really dead vibe and atmosphere, almost haunted. Anyone lookin for no fun check out New Bridewell",94,62
901,#Bristruth27130,Why does everyone rate Lounge so much? My nan’s gaff on boxing day is a better motive,124,23
902,#Bristruth27121,"I just want to take a second to say fuck you to the amateur DJ's in halls. Not because your music is shit (but it is), not because you bring a stench of vomit everywhere you go but because you've got the empathy of a fucking child. 'Hurrr if anyone has a problem with my music just knock on my door'. No, I am not your mother and this is not Comprehensive school, it's your job as a decent human being to ask people who are nearby 'hey I'm gonna be DJing at this time is that ok?'. That's called, and I cannot express this enough, basic decency.",90,13
903,#Bristruth27105,"Dancing in Thekla last night and became convinced the girl next to me had said in my ear ""you look ugly"". Wasn't until I practically screamed ""I can't hear you"" that she clarified she actually said ""you look edgy"" - think I prefer the ugly comment tbh",52,3
904,#Bristruth27090,Upstairs beacon hits different,59,13
905,#Bristruth27072,Boys with bucket hats are the human equivalent of strongbow dark fruits.,93,23
906,#Bristruth27051,"Ordered McDonald's. Got given the complete wrong order.
To the person who ordered the mayo chicken with no chicken: I just need to know why please",83,7
907,#Bristruth27038,"I don’t know how many cookies it takes to be happy, but so far it’s not 27",305,80
908,#Bristruth27032,Two years of uni and I'm yet to hear a mech eng student say something funny,128,148
909,The Bristruths Wellbeing Review,"
Thanks to all who have contributed so far. Please see our pinned post for details.

The Admins xxx",3,0
910,#Bristruth27029,"9 ams are optional, lounge is compulsory",285,101
911,#Bristruth27027,Petition to start a Lego society; using university funding to buy dozens of Lego sets. Regular socials involve building Lego sets with others at a pub with plenty of pints.,199,33
912,#Bristruth27025,"I blocked my first ever person at uni, it was a girl trying to sell me a ticket to Gravity",27,17
913,#Bristruth27023,My best friend said he wouldn't talk to me if I got heelies. Bet he's going to regret it when I'm speeding past him with all my cool friends.,111,14
914,#Bristruth27019,i’m really at that point where i’m considering wearing gloves and socks to bed huh?,29,9
915,#Bristruth27015,When thekla gonna lemme drive da boat,336,32
916,#Bristruth27004,"Can someone explain why year 1 medics are wearing their NHS lanyard in Biomed Cafe ?? Ohhh Myy Gwaaad that is soooo sadddddd like are u even 2nd year? I bet u only get one placement every 2 weeks, and 1 of them is in GP! 😂😂😂 hOnEsTlY take a look in the mirror PLEASE (fyi they've got nice full length ones in biomed toilets).",22,8
917,#Bristruth26993,"Can more gay guys get on Tinder please?!
And to those who already are, please fucking reply. Even if it’s shit, just fucking say something.",6,3
918,#Bristruth26992,£1.50 Valentine's Day date to get your girl: Spoons. one mug. unlimited hot drinks. start with the mocha to get things steamy. sorted. mega hump xxx,50,26
919,"Over the next two weeks, Bristruths will be running a “Wellbeing Review” of Bristol University with supporting work from Epigram. The goal of this review is to gather positive and negative stories of wellbeing at Bristol. This could be to do with course stress, depression, loneliness, or any other aspect of uni life that affects people’s mental health. We want to hear your experiences of wellbeing, where you think the University is doing well, and where you think it could improve.","
We will be running two submission points for people to share their stories. The first will be a regular submission page. Here, people should anonymously submit content. The second submission point will be a google form with an included field for a university email.

At the end of the two week period two things will happen. Firstly, Epigram will contact a selection of people from the Google form submissions that we’ll share with them. They will interview them and publish their stories, anonymously if preferred, in print or online. Secondly, all anonymous submissions will be delivered by hand to University Senior Management in both printed form and a single electronic copy. Please submit to both submission points if you wish to be a part of both actions.

We are aware that content of this nature is highly confidential. Only one Bristruth admin and one Epigram editor will have access to the submissions. Once the Epigram editor has chosen people to contact, a small selection of the team will be involved in the interviewing and writing process. Submitting on the Google form still allows you to remain anonymous in any Epigram articles. At the end of the project, all submissions will be deleted.

None of these submissions will be posted to Facebook.

On a final note, we are not doing this to try and draw a target on the University. We are looking for people to provide examples of where services have been a success, as well as constructive criticism where the University needs improvement. Importantly, we want these to be personal stories, something that can’t be told through boxes on a survey.

Thank you for being a part of this project.

The Admins xxx

The anonymous form can be found here:
(Submissions to be filtered for spam then delivered to the uni)
https://btwellbeing.uni-truths.com/

The Google form can be found here:
(Submissions to be reviewed and a select few contacted for interviews to feature in Epigram)
https://forms.gle/reHc9uVFMuJd8rQU6

Support services can be found at:
Samaritans https://www.samaritans.org/ 116 123
Nightline http://bristol.nightline.ac.uk/ 01179 266 266
Papyrus https://www.papyrus-uk.org/ 0800 068 41 41
Student Minds http://www.studentminds.org.uk/findsupport.html

BTWELLBEING.UNI-TRUTHS.COM
Bristruths Wellbeing Review",72,0
920,#Bristruth26969,"Not only do I have a favourite frying pan, I also have a least favourite frying pan which I consider my nemesis",163,28
921,#Bristruth26964,Anyone know a lot about Apple that I can ask some advice about?,3,16
922,#Bristruth26962,Callum and Molly are literally the UWE Tommy and Molly-Mae,73,11
923,#Bristruth26944,yeah sex is great but have u ever made a point in a seminar and everyone starts typing,532,34
924,#Bristruth26939,"Just had a seminar in the maths building (old one not Fry building). But have been told part of it is closed to remove asbestos, do I need to be worried?",3,3
925,#Bristruth26935,"Bitches really be doing their hair and makeup, putting on their finest vintage clothes and going to the ass just to boomerang their coffee and highlighters then spend the whole time eye fucking guys with mullets and smoking roll ups outside",321,31
926,#Bristruth26933,"I'm a science student but I've been hiding something since first year now and I can't hide it any longer... I love... books. They get me going, they tickle my pickle, and whenever I try and bring up the latest paperback I've been reading to a fellow science student, they look at me like I'm a leper. I just wish I could find some like minded people who love fiction as much as me",51,15
927,#Bristruth26926,"wish my two flat mates would understand that buying toilet roll every other month isn’t the only way to contribute towards the household
take out the fucking bins please x",46,9
928,#Bristruth26922,are there any girls in bristol who play d&d? i’m tired of being the only one in every group i join,24,25
929,#Bristruth26920,Just found out my flatmate doesn’t chew peas she just swallows them whole. What kind of illness is this?,67,21
930,#Bristruth26917,"Just wanna say that it doesn’t hurt to be nice, you never know what someone’s going through. So maybe do something special for someone if they’re feeling down and they might return the favour one day. Spread love, not hate.",113,1
931,#Bristruth26903,"Best dating app?
👍 For Tinder
❤️ For Bumble
😂 For Hinge",39,10
932,#Bristruth26901,"Apologies for shutting down the IT system guys, 2nd year medics all got our placement allocations for next year at exactly the same time so probs caused it to crash in all of our excitement",35,10
933,#Bristruth26892,I wanna say a big big thank you to the group of students who picked up my 90 year old grandad when he fell over in the street in Clifton last week. It was raining and he cracked his head and was a bit confused so he didn’t think he said a proper thank you - but apparently you were lovely (‘an asset to the university’) so big up to you guys xxx,1000,4
934,#Bristruth26889,"Every time I leave my uni flat for a weekend my flatmate snoops through my room and it’s so obvious. This time she left stickers everywhere, how do I tell her it’s not cute it’s fucking annoying and an invasion of privacy. I left my room as messy as possible to try and discourage her as this is a frequent occurrence and she has even let people sleep in my bed without telling me. I might have to take inspiration from home alone, as an iron swinging into her head when she opens my door might knock some sense into her",68,21
935,#Bristruth26887,Woodland road needs a fast lane and a slow lane,483,28
936,#Bristruth26880,BED Mondays now only having £3 vk’s instead of 3 for £5 has ruined my second term at Uni and is slowly persuading me to drop out and re apply to leeds.,84,13
937,#Bristruth26878,I realised I needed more exercise in my life when I got out of breath making the bed and had to nap from exhaustion,42,7
938,#Bristruth26868,Been told I'm not being awarded my masters because my paper is 'too controversial' to publish. The amount of office politics in academia is insane...,83,21
939,#Bristruth26865,"Definitive ranking of bread

God tier: Tiger bread, Kingsmill 50/50, Naan
Good tier: Baguette, Sourdough, Warburton's toastie, Poppyseed, Pita, Bagel
Meh tier: Seeded, Granary
Shit tier: Wholemeal, Brioche, Multigrain
The bread Gods have spoken.",93,60
940,#Bristruth26860,"If you are sad about valentines coming up, go to the valentines ball by RAG! It’s for anyone, single or not, it doesn’t matter x",5,0
941,#Bristruth26850,"I've inadvertently memorised my card details by shopping online too much recently, but this now makes shopping online easier... Such a vicious cycle",59,21
942,#Bristruth26844,I swipe left on everyone who uses a Snapchat filter. Miss me with that furry fantasy bullshit,16,0
943,#Bristruth26825,"Me, a fourth year student: I'm so done with uni I can't wait to leave
Also me: I should start applying for PhDs soon",63,30
944,#Bristruth26823,"Now that the UK has left the EU, maybe more boys will wanna marry me
- an EU citizen",40,7
945,#Bristruth26818,"To the girl who lives above me;
Your mans stamina is impressive but please sort your bed out!",22,5
946,#Bristruth26814,"to all at the geogsoc ball last night.
please learn to actually appreciate classical musicians and not act like prats because you’ve had too much to drink. just be aware of what’s going on and how much effort it takes for a musician to play at a function.",31,0
947,#Bristruth26769,im paying 9 grand a year for memberships to 3 book clubs per term,54,10
948,#Bristruth26766,Does anyone else remember those little milk cartons and carrots we used to get given in primary school? £9500 a year and we don’t even get that from uni 😤,44,3
949,#Bristruth26765,Today I walked past a public display of affection in MVB. It truly has been invaded. Engineers rally yourselves. Post your solutions below.,41,10
950,#Bristruth26764,Ah yes. Saying ‘bless you’ in lectures. My only mode of flirtation,20,0
951,#Bristruth26762,"Just got an email from the uni advertising postgraduate study. I haven't even graduated yet, you're being a bit optimistic there mate.",39,2
952,#Bristruth26750,The real north-south divide is whether you went reading or leeds fest after GCSEs,169,4
953,#Bristruth26732,"Jesus Christ, thought I shagged my BF hard but the girl upstairs is at it like a drill... And I think she's alone...",8,3
954,#Bristruth26729,Bet you thought by 2nd year you’d stop sitting with people all seminar long only to look up their names on Facebook on the walk home.,26,1
955,#Bristruth26725,"Dear flatmate who wears too much perfume, a little hint for you: Pft Pft Pft is enough.
Pft Pfffft Pfffft Pfft Pft is really not necessary!",40,24
956,#Bristruth26724,"It happened. It actually happened. The moment that I hoped would never come but always knew lay in my future at this University. The question now is: is this a one of occurrence or will I suffer the same pain that I felt today again? I walked in late to a lecture, this afternoon, and sat there to figure out if it was mine. It wasn't.

Panicked and fueled by caffeine, I burst through the doors in the front of the lecture theatre, only to catch a glimpse of a decisively less Chinese class than I'm used to. As I hastily slid onto the nearest seat, the eyes of hundreds of students burned into the back of my head. Did they know that I wasn't meant to be there? Was there anyone that I knew in the class? How long had the class been going on for? Question upon question flowed through my mind as it became absorbed further and further into itself. My almost trance like state was only broken as the lecturer asked ""can you please discuss some of your ideas with the people around you"". Fear shot through my body.

I know what you are thinking. ""Oh god, he didn't try to discuss the topic with the students that are actually taking the course did he""? No.

I whipped out my phone as a comforting presence, as any person in my generation does when presented with an awkward situation. This aided me twofold. Not only was my anxious mind immediately soothed somewhat, but this gave the unmistakable signal to the rest of the cohort that I was not here for a chit chat. This bought me some time to think. As I looked up from my phone, a student walked past. ""Of course"" I thought to myself. ""Sneak away while you have the chance and they will forget you were ever here"". Being the 6' 3"", 120kg person I am, I'm sure no one even noticed in the first place...

I hope this bought some much needed entertainment to the somewhat self-explanatory lecture that it seemed to be.",29,0
957,#Bristruth26688,I don’t care if you think I’m stupid for mourning the death of an athlete. Kobe Bryant was an idol who meant the world to me and inspired me to become the best version of me and the mamba mentality that he spoke of is something that I’ve used to get out of my darkest times as the desire to always be further along than you were yesterday and to keep striving for greatness. The world has lost a legend beyond the world of sports and I am not okay with losing an idol of mine,218,5
958,#Bristruth26676,"You’ve heard of Elf on the Shelf, now get ready for Berocca in La Rocca",28,8
959,#Bristruth26659,1x Jager + 3x milk = 1x Jagermoo,25,24
960,#Bristruth26641,"So I’ve paid a full year membership for pole society but haven’t been once. I really want to go but I’m so anxious about turning up and not knowing anyone, is it too late? any advice?",16,16
961,#Bristruth26640,Nothing says ‘exam gone badly’ than watching your veggie flatmate chow down on an entire rack of ribs,162,23
962,#Bristruth26638,Does anybody know of good piano teachers local to uni or music students willing to tutor beginners at affordable prices?,20,43
963,#Bristruth26617,Lounge is the one why does everyone always shit all over it when they know they will end up there tonight??,40,18
964,#Bristruth26616,Grace reeves is the best study palace no?!,12,4
965,#Bristruth26608,"I'm really in a bad place right now, not mentally, I'm just in the ASS at 2am",173,36
966,#Bristruth26601,"There's scum, and then there's flatmates who buy the single-ply basics loo roll for the flat.",19,3
967,#Bristruth26600,"Why does Computer Science never make it onto the ""subjects as X"" posts. I need to know what kind of bread I am",52,15
968,#Bristruth26591,UGH! Just wish my crush could see me dancing round my room folding laundry so they know how cool and quirky I am,67,8
969,#Bristruth26587,I’m in my fourth year of uni and I have only just found out that the first two numbers of my student login refer to the year I started. Please tell me I’m not the only one who didn’t know this.,97,9
970,#Bristruth26586,I want a boyfriend but all I seem to be able to do is start fights with random men on hinge,26,23
971,#Bristruth26579,To any girl fortunate enough to have slept with me you deserve a round of applause- because you got clap,29,16
972,#Bristruth26575,"I just don't understand how straight people have sex, like whos the man and whos the other man !? Seriously can someone explain.",73,8
973,#Bristruth26561,I’m so done with exams😭 I just wanna go back to not going to lectures and barely making it to my labs and then complain about it😭😭melt me in the microwave until then,128,31
974,#Bristruth26559,"Degrees as types of bread

English -> white bread. Very simple, plain, standard. Versatile. Generally regarded as alright by everyone, however thinks they are more loved than they universally are. People who love it LOVE it. Won’t have any other kind of bread, won’t do any other kind of degree. In direct conflict with....

Medicine/Engineering/Maths -> brown bread. A healthier choice (for consuming and for job prospects in this modern world). Not for everyone, but again, those who champion brown bread will fight to the death to defend it. Rather boring.

History -> rye bread. Dense, serious, a grown up choice. Somehow makes sense as it appears to be a bread people ate in the dark ages.

Geography -> tiger bread. Think you are edgy and different, in reality a variation of white bread and generally regarded like English - something you do because you couldn’t make your mind up at A-Level. Slightly better job prospects as people may pick you for the novelty.

Philosophy -> pitta bread. Spend so long figuring out how to do it properly, ends up a pile of crumbs.

Languages -> panini. A staple, will always be studied, will always be eaten. Both the basis of the appeal of tiny cafés.

Liberal Arts -> pumpernickel bread. What is it? How do you find it? What does it mean? What is it made of?

Physics -> granary bread. Again, good for you but only strange people are into it.

Chemistry -> brown seeded bread. Slightly more interesting than standard brown bread. Risky. Might choke on a seed, might explode the lab.

Biology -> bagel. Good vibes. Generally beloved by everyone. Takes precise anatomical knowledge to slice in half properly, always in a pairing.

Law -> baguette. Takes a lot of effort to eat, but worth the pay off. High risk, high reward (goes off in about 0.2 seconds but also delicious). Too tough for the delicate.

Theology -> communion wafer. All about Christ. Goes well with wine, there always seems to be empty bottles on the floor in the department.

Classics -> cinnamon & raisin bagel. Some people love it, some people hate it. Posh, for people with acquired tastes.

Economics -> brioche. Exceedingly rich in flavour and financial status. Thinks it’s better than it is because it’s always a popular choice.

Not going to uni -> sourdough bread. The best option.",256,157
975,#Bristruth26550,Just showed my 4th year grumpiness and ratted 2 fresher girls that wouldn't stop talking in the ASS out to a librarian - it's a slippery slope from this to yelling at people on the street from my porch to be quiet,39,8
976,#Bristruth26544,Imagine not knowing that Jason Donervan is named after a person called Jason Donovan,61,5
977,#Bristruth26526,Uni is basically a £770 a month subscription to blackboard,345,16
978,#Bristruth26513,You see how vets get their free U2 bus pass? Do you reckon social science students get a free Netflix pass,46,7
979,#Bristruth26505,"After a spontaneous decision to visit the nearest beach one fateful Friday night, we have decided to rate all of the beaches surrounding Bristol.
Beach number 1: Clevedon Beach

Pre-trip Hype: 9 – we were all in a particularly adventurous mood, revelling in our edgy evening entertainment.
Travel time: 7 – only 25 minutes by car from SB… not bad
Beach Comfort and Quality: 4 –cold and wet pebble beach with only a little bit of sand. Sad face. Wet bums.
Tide: 3 – came in wayyy too fast so we had to retreat.
Pub Proximity: 9 – could only have been closer if it was on the beach
Other People: 9 – only one couple joined us on the beach for a romantic stroll but they didn’t linger for long.
Parking: 10 – absolutely no complaints
Locals: 6 – chatty and not excessively friendly but happy to pour us a pint or two
Other attractions: 6 – the pier was closed ;(
General vibe: 6.5

Overall rating: 7.72",27,11
980,#Bristruth26501,Whoever said you can’t buy happiness has clearly never been plant shopping,145,170
981,#Bristruth26491,mfs who go to swx be talking about ‘my life is a movie’ yeah bro the 40 year old virgin,55,13
982,#Bristruth26473,"Best UK counties ranked:
God tier - Yorkshire
Shite tier- literally everywhere else",73,31
983,#Bristruth26468,"Knees weak, arms are heavy, my flatmate undercooks her spaghetti",18,5
984,#Bristruth26454,"During tough exam periods like these, it's always important to remember to stay focused, believe in yourself, stick by your friends and who the fuck am I kidding we're all gonna fail and fucking starve.",73,13
985,#Bristruth26443,The plural of toothbrush is teethbrush,30,8
986,#Bristruth26435,"Which half of a hot cross bun is better?
👍 Top with the cross
❤️ Bottom",65,3
987,#Bristruth26425,"Italian region tier list:
God tier: Lombardy, Veneto
Good tier: Emilia-Romagna, Tuscany
Okay tier: Liguria, Valle d'Aosta, Puglia, Friuli Venezia-Giulia, Umbria, Piedmont
Meh tier: Sicily, Sardinia, Marche, Abruzzo, Trentino Alto-Adige
Shit tier: Campania, Calabria, Molise, Basilicata, Lazio",36,81
988,#Bristruth26415,"I don't know who needs to hear this, but dishes don't need to be left to ""soak"" for three days",57,24
989,#Bristruth26409,#Bristruth26354 - someone clearly got rejected by a Welsh person. Saes fool.,5,0
990,#Bristruth26408,If you haven’t cried walking back from the triangle alone on a night out are you really a Uni of Bristol student?,287,79
991,#Bristruth26391,I love reading the comments of bristruths and seeing people’s little interactions with their friends and their cute jokes between them,33,3
