id,text,likes,comments
#Bristruth27274,econ students are snakey theyll take advantage your friendship just for the linkedin connection,112,62
There are only 2 more days left of the Bristruths Wellbeing Review., thank you all so much for submitting your stories so far  if you havent heard about the review and are wondering why are logo is red take a look at the following post for more info httpswwwfacebookcombristruthsposts2613636638857668  lets make the last 48 hours count  thank you again the admins xxx  btwellbeingunitruthscom bristruths wellbeing review  bristruths 10 february at 1200   over the next two weeks bristruths will be running a wellbeing review of bristol university with supporting work from epigram the goal of this review is to gather positive and negative stories of wellbeing at bristol this could be to do with course stress depression loneliness or any other aspect of uni life that affects peoples mental health we want to hear your experiences of wellbeing where you think the university is doing well and where you think it could improve  we will be running two submission points for people to share their stories the first will be a regular submission page here people should anonymously submit content the second submission point will be a google form with an included field for a university email  at the end of the two week period two things will happen firstly epigram will contact a selection of people from the google form submissions that well share with them they will interview them and publish their stories anonymously if preferred in print or online secondly all anonymous submissions will be delivered by hand to university senior management in both printed form and a single electronic copy please submit to both submission points if you wish to be a part of both actions  we are aware that content of this nature is highly confidential only one bristruth admin and one epigram editor will have access to the submissions once the epigram editor has chosen people to contact a small selection of the team will be involved in the interviewing and writing process submitting on the google form still allows you to remain anonymous in any epigram articles at the end of the project all submissions will be deleted  none of these submissions will be posted to facebook  on a final note we are not doing this to try and draw a target on the university we are looking for people to provide examples of where services have been a success as well as constructive criticism where the university needs improvement importantly we want these to be personal stories something that cant be told through boxes on a survey  thank you for being a part of this project  the admins xxx  the anonymous form can be found here submissions to be filtered for spam then delivered to the uni httpsbtwellbeingunitruthscom  the google form can be found here submissions to be reviewed and a select few contacted for interviews to feature in epigram httpsformsglerehc9uvfmujd8rqu6  support services can be found at samaritans httpswwwsamaritansorg 116 123 nightline httpbristolnightlineacuk 01179 266 266 papyrus httpswwwpapyrusukorg 0800 068 41 41 student minds httpwwwstudentmindsorgukfindsupporthtml,3,0
"Over the next two weeks, Bristruths will be running a “Wellbeing Review” of Bristol University with supporting work from Epigram. The goal of this review is to gather positive and negative stories of wellbeing at Bristol. This could be to do with course stress, depression, loneliness, or any other aspect of uni life that affects people’s mental health. We want to hear your experiences of wellbeing, where you think the University is doing well, and where you think it could improve.", we will be running two submission points for people to share their stories the first will be a regular submission page here people should anonymously submit content the second submission point will be a google form with an included field for a university email  at the end of the two week period two things will happen firstly epigram will contact a selection of people from the google form submissions that well share with them they will interview them and publish their stories anonymously if preferred in print or online secondly all anonymous submissions will be delivered by hand to university senior management in both printed form and a single electronic copy please submit to both submission points if you wish to be a part of both actions  we are aware that content of this nature is highly confidential only one bristruth admin and one epigram editor will have access to the submissions once the epigram editor has chosen people to contact a small selection of the team will be involved in the interviewing and writing process submitting on the google form still allows you to remain anonymous in any epigram articles at the end of the project all submissions will be deleted  none of these submissions will be posted to facebook  on a final note we are not doing this to try and draw a target on the university we are looking for people to provide examples of where services have been a success as well as constructive criticism where the university needs improvement importantly we want these to be personal stories something that cant be told through boxes on a survey  thank you for being a part of this project  the admins xxx  the anonymous form can be found here submissions to be filtered for spam then delivered to the uni httpsbtwellbeingunitruthscom  the google form can be found here submissions to be reviewed and a select few contacted for interviews to feature in epigram httpsformsglerehc9uvfmujd8rqu6  support services can be found at samaritans httpswwwsamaritansorg 116 123 nightline httpbristolnightlineacuk 01179 266 266 papyrus httpswwwpapyrusukorg 0800 068 41 41 student minds httpwwwstudentmindsorgukfindsupporthtml  btwellbeingunitruthscom bristruths wellbeing review,0,0
#Bristruth27187,you drunk text your ex i drunk text mob kitchen we are not the same,56,21
#Bristruth27170,why do so many people like to smell their keys in the club weirdos ,205,23
#Bristruth27163,as inspired by the legends that have come before me i present a review of the su water fountains starting with  link space 1  flow rate 15 litresminute nothing to write home about but plenty of time to eye fuck the occupants of the link space 6510 cleanliness your average water fountain grime not enough to make you find an alternative 710 location nice and close to most of the attractions to be found in the su not sure what they are 810 fountain no fountain to speak of here water bottles only very disappointing 010 taste good quality bristol water bit cloudy as flow begins chilled water would be nice 7510  overall its probably the flagship water fountain of the su due to its location and so an overall rating of 5810 is rather disappointing add to this the fact it has only recently been repaired because of the graduation ceremony and well ive got a rather sour after taste  rankings 1 link space 1 5810,14,3
#Bristruth27162,ive realised my type is boys who lead me on show zero interest in me and definitely have zero feelings for me  hmu toxic kings xxxxxx,149,45
#Bristruth27159,having my pasta from a plate not a bowl to create a sense of occasion,54,13
#Bristruth27153,most people will listen to soothing music to help them study me i watchlisten to detective pikachu dancing on loop for 1 hour 40 minutes straight,17,2
#Bristruth27148,as a girl who recently hooked up with a girl i can now confidently say that im an amazing liar i tricked even myself into believing that i had orgasmed when being with men i had no idea how good sex could actually feel until a few nights ago and i cant stop thinking about her maybe im lesbian maybe im american or maybe just maybe its maybelline,188,13
#Bristruth27147,university is like bowling youll just be struggling to keep up but occasionally surprised by a strike,420,39
#Bristruth27144,brisdates dear who ever was meant to be my blind date im soo sorry my mum ambushed me has stolen my sofa for the night cant attempt bring a boy home if his mother is staying over  reschedule whoever you are ill buy drinks  im so embarrassed  pls  yourself i need to know m,7,6
#Bristruth27143,fellow bristolians please give me your list of must watch k dramas i need something to clear my mind after that train wreck of an ending for crash landing on you  many thanks in advance,15,19
#Bristruth27138,discovered this new building has a really dead vibe and atmosphere almost haunted anyone lookin for no fun check out new bridewell,94,62
#Bristruth27130,why does everyone rate lounge so much my nans gaff on boxing day is a better motive,124,23
#Bristruth27121,i just want to take a second to say fuck you to the amateur djs in halls not because your music is shit but it is not because you bring a stench of vomit everywhere you go but because youve got the empathy of a fucking child hurrr if anyone has a problem with my music just knock on my door no i am not your mother and this is not comprehensive school its your job as a decent human being to ask people who are nearby hey im gonna be djing at this time is that ok thats called and i cannot express this enough basic decency,90,13
#Bristruth27105,dancing in thekla last night and became convinced the girl next to me had said in my ear you look ugly wasnt until i practically screamed i cant hear you that she clarified she actually said you look edgy  think i prefer the ugly comment tbh,52,3
#Bristruth27072,boys with bucket hats are the human equivalent of strongbow dark fruits,93,23
#Bristruth27051,ordered mcdonalds got given the complete wrong order to the person who ordered the mayo chicken with no chicken i just need to know why please,83,7
#Bristruth27038,i dont know how many cookies it takes to be happy but so far its not 27,305,80
#Bristruth27032,two years of uni and im yet to hear a mech eng student say something funny,128,148
The Bristruths Wellbeing Review, thanks to all who have contributed so far please see our pinned post for details  the admins xxx,3,0
#Bristruth27027,petition to start a lego society using university funding to buy dozens of lego sets regular socials involve building lego sets with others at a pub with plenty of pints,199,33
#Bristruth27025,i blocked my first ever person at uni it was a girl trying to sell me a ticket to gravity,27,17
#Bristruth27023,my best friend said he wouldnt talk to me if i got heelies bet hes going to regret it when im speeding past him with all my cool friends,111,14
#Bristruth27019,im really at that point where im considering wearing gloves and socks to bed huh,29,9
#Bristruth27004,can someone explain why year 1 medics are wearing their nhs lanyard in biomed cafe  ohhh myy gwaaad that is soooo sadddddd like are u even 2nd year i bet u only get one placement every 2 weeks and 1 of them is in gp  honestly take a look in the mirror please fyi theyve got nice full length ones in biomed toilets,22,8
#Bristruth26993,can more gay guys get on tinder please and to those who already are please fucking reply even if its shit just fucking say something,6,3
#Bristruth26992,150 valentines day date to get your girl spoons one mug unlimited hot drinks start with the mocha to get things steamy sorted mega hump xxx,50,26
"Over the next two weeks, Bristruths will be running a “Wellbeing Review” of Bristol University with supporting work from Epigram. The goal of this review is to gather positive and negative stories of wellbeing at Bristol. This could be to do with course stress, depression, loneliness, or any other aspect of uni life that affects people’s mental health. We want to hear your experiences of wellbeing, where you think the University is doing well, and where you think it could improve.", we will be running two submission points for people to share their stories the first will be a regular submission page here people should anonymously submit content the second submission point will be a google form with an included field for a university email  at the end of the two week period two things will happen firstly epigram will contact a selection of people from the google form submissions that well share with them they will interview them and publish their stories anonymously if preferred in print or online secondly all anonymous submissions will be delivered by hand to university senior management in both printed form and a single electronic copy please submit to both submission points if you wish to be a part of both actions  we are aware that content of this nature is highly confidential only one bristruth admin and one epigram editor will have access to the submissions once the epigram editor has chosen people to contact a small selection of the team will be involved in the interviewing and writing process submitting on the google form still allows you to remain anonymous in any epigram articles at the end of the project all submissions will be deleted  none of these submissions will be posted to facebook  on a final note we are not doing this to try and draw a target on the university we are looking for people to provide examples of where services have been a success as well as constructive criticism where the university needs improvement importantly we want these to be personal stories something that cant be told through boxes on a survey  thank you for being a part of this project  the admins xxx  the anonymous form can be found here submissions to be filtered for spam then delivered to the uni httpsbtwellbeingunitruthscom  the google form can be found here submissions to be reviewed and a select few contacted for interviews to feature in epigram httpsformsglerehc9uvfmujd8rqu6  support services can be found at samaritans httpswwwsamaritansorg 116 123 nightline httpbristolnightlineacuk 01179 266 266 papyrus httpswwwpapyrusukorg 0800 068 41 41 student minds httpwwwstudentmindsorgukfindsupporthtml  btwellbeingunitruthscom bristruths wellbeing review,72,0
#Bristruth26969,not only do i have a favourite frying pan i also have a least favourite frying pan which i consider my nemesis,163,28
#Bristruth26964,anyone know a lot about apple that i can ask some advice about,3,16
#Bristruth26944,yeah sex is great but have u ever made a point in a seminar and everyone starts typing,532,34
#Bristruth26939,just had a seminar in the maths building old one not fry building but have been told part of it is closed to remove asbestos do i need to be worried,3,3
#Bristruth26935,bitches really be doing their hair and makeup putting on their finest vintage clothes and going to the ass just to boomerang their coffee and highlighters then spend the whole time eye fucking guys with mullets and smoking roll ups outside,321,31
#Bristruth26933,im a science student but ive been hiding something since first year now and i cant hide it any longer i love books they get me going they tickle my pickle and whenever i try and bring up the latest paperback ive been reading to a fellow science student they look at me like im a leper i just wish i could find some like minded people who love fiction as much as me,51,15
#Bristruth26926,wish my two flat mates would understand that buying toilet roll every other month isnt the only way to contribute towards the household take out the fucking bins please x,46,9
#Bristruth26922,are there any girls in bristol who play dd im tired of being the only one in every group i join,24,25
#Bristruth26920,just found out my flatmate doesnt chew peas she just swallows them whole what kind of illness is this,67,21
#Bristruth26917,just wanna say that it doesnt hurt to be nice you never know what someones going through so maybe do something special for someone if theyre feeling down and they might return the favour one day spread love not hate,113,1
#Bristruth26901,apologies for shutting down the it system guys 2nd year medics all got our placement allocations for next year at exactly the same time so probs caused it to crash in all of our excitement,35,10
#Bristruth26892,i wanna say a big big thank you to the group of students who picked up my 90 year old grandad when he fell over in the street in clifton last week it was raining and he cracked his head and was a bit confused so he didnt think he said a proper thank you  but apparently you were lovely an asset to the university so big up to you guys xxx,1000,4
#Bristruth26889,every time i leave my uni flat for a weekend my flatmate snoops through my room and its so obvious this time she left stickers everywhere how do i tell her its not cute its fucking annoying and an invasion of privacy i left my room as messy as possible to try and discourage her as this is a frequent occurrence and she has even let people sleep in my bed without telling me i might have to take inspiration from home alone as an iron swinging into her head when she opens my door might knock some sense into her,68,21
#Bristruth26880,bed mondays now only having 3 vks instead of 3 for 5 has ruined my second term at uni and is slowly persuading me to drop out and re apply to leeds,84,13
#Bristruth26878,i realised i needed more exercise in my life when i got out of breath making the bed and had to nap from exhaustion,42,7
#Bristruth26868,been told im not being awarded my masters because my paper is too controversial to publish the amount of office politics in academia is insane,83,21
#Bristruth26865,definitive ranking of bread  god tier tiger bread kingsmill 5050 naan good tier baguette sourdough warburtons toastie poppyseed pita bagel meh tier seeded granary shit tier wholemeal brioche multigrain the bread gods have spoken,93,60
#Bristruth26860,if you are sad about valentines coming up go to the valentines ball by rag its for anyone single or not it doesnt matter x,5,0
#Bristruth26850,ive inadvertently memorised my card details by shopping online too much recently but this now makes shopping online easier such a vicious cycle,59,21
#Bristruth26844,i swipe left on everyone who uses a snapchat filter miss me with that furry fantasy bullshit,16,0
#Bristruth26825,me a fourth year student im so done with uni i cant wait to leave also me i should start applying for phds soon,63,30
#Bristruth26823,now that the uk has left the eu maybe more boys will wanna marry me  an eu citizen,40,7
#Bristruth26818,to the girl who lives above me your mans stamina is impressive but please sort your bed out,22,5
#Bristruth26814,to all at the geogsoc ball last night please learn to actually appreciate classical musicians and not act like prats because youve had too much to drink just be aware of whats going on and how much effort it takes for a musician to play at a function,31,0
#Bristruth26769,im paying 9 grand a year for memberships to 3 book clubs per term,54,10
#Bristruth26766,does anyone else remember those little milk cartons and carrots we used to get given in primary school 9500 a year and we dont even get that from uni ,44,3
#Bristruth26765,today i walked past a public display of affection in mvb it truly has been invaded engineers rally yourselves post your solutions below,41,10
#Bristruth26764,ah yes saying bless you in lectures my only mode of flirtation,20,0
#Bristruth26762,just got an email from the uni advertising postgraduate study i havent even graduated yet youre being a bit optimistic there mate,39,2
#Bristruth26750,the real northsouth divide is whether you went reading or leeds fest after gcses,169,4
#Bristruth26732,jesus christ thought i shagged my bf hard but the girl upstairs is at it like a drill and i think shes alone,8,3
#Bristruth26729,bet you thought by 2nd year youd stop sitting with people all seminar long only to look up their names on facebook on the walk home,26,1
#Bristruth26725,dear flatmate who wears too much perfume a little hint for you pft pft pft is enough pft pfffft pfffft pfft pft is really not necessary,40,24
#Bristruth26724,it happened it actually happened the moment that i hoped would never come but always knew lay in my future at this university the question now is is this a one of occurrence or will i suffer the same pain that i felt today again i walked in late to a lecture this afternoon and sat there to figure out if it was mine it wasnt  panicked and fueled by caffeine i burst through the doors in the front of the lecture theatre only to catch a glimpse of a decisively less chinese class than im used to as i hastily slid onto the nearest seat the eyes of hundreds of students burned into the back of my head did they know that i wasnt meant to be there was there anyone that i knew in the class how long had the class been going on for question upon question flowed through my mind as it became absorbed further and further into itself my almost trance like state was only broken as the lecturer asked can you please discuss some of your ideas with the people around you fear shot through my body  i know what you are thinking oh god he didnt try to discuss the topic with the students that are actually taking the course did he no  i whipped out my phone as a comforting presence as any person in my generation does when presented with an awkward situation this aided me twofold not only was my anxious mind immediately soothed somewhat but this gave the unmistakable signal to the rest of the cohort that i was not here for a chit chat this bought me some time to think as i looked up from my phone a student walked past of course i thought to myself sneak away while you have the chance and they will forget you were ever here being the 6 3 120kg person i am im sure no one even noticed in the first place  i hope this bought some much needed entertainment to the somewhat selfexplanatory lecture that it seemed to be,29,0
#Bristruth26688,i dont care if you think im stupid for mourning the death of an athlete kobe bryant was an idol who meant the world to me and inspired me to become the best version of me and the mamba mentality that he spoke of is something that ive used to get out of my darkest times as the desire to always be further along than you were yesterday and to keep striving for greatness the world has lost a legend beyond the world of sports and i am not okay with losing an idol of mine,218,5
#Bristruth26676,youve heard of elf on the shelf now get ready for berocca in la rocca,28,8
#Bristruth26641,so ive paid a full year membership for pole society but havent been once i really want to go but im so anxious about turning up and not knowing anyone is it too late any advice,16,16
#Bristruth26640,nothing says exam gone badly than watching your veggie flatmate chow down on an entire rack of ribs,162,23
#Bristruth26638,does anybody know of good piano teachers local to uni or music students willing to tutor beginners at affordable prices,20,43
#Bristruth26617,lounge is the one why does everyone always shit all over it when they know they will end up there tonight,40,18
#Bristruth26608,im really in a bad place right now not mentally im just in the ass at 2am,173,36
#Bristruth26601,theres scum and then theres flatmates who buy the singleply basics loo roll for the flat,19,3
#Bristruth26600,why does computer science never make it onto the subjects as x posts i need to know what kind of bread i am,52,15
#Bristruth26591,ugh just wish my crush could see me dancing round my room folding laundry so they know how cool and quirky i am,67,8
#Bristruth26587,im in my fourth year of uni and i have only just found out that the first two numbers of my student login refer to the year i started please tell me im not the only one who didnt know this,97,9
#Bristruth26586,i want a boyfriend but all i seem to be able to do is start fights with random men on hinge,26,23
#Bristruth26579,to any girl fortunate enough to have slept with me you deserve a round of applause because you got clap,29,16
#Bristruth26575,i just dont understand how straight people have sex like whos the man and whos the other man  seriously can someone explain,73,8
#Bristruth26561,im so done with exams i just wanna go back to not going to lectures and barely making it to my labs and then complain about itmelt me in the microwave until then,128,31
#Bristruth26559,degrees as types of bread  english  white bread very simple plain standard versatile generally regarded as alright by everyone however thinks they are more loved than they universally are people who love it love it wont have any other kind of bread wont do any other kind of degree in direct conflict with  medicineengineeringmaths  brown bread a healthier choice for consuming and for job prospects in this modern world not for everyone but again those who champion brown bread will fight to the death to defend it rather boring  history  rye bread dense serious a grown up choice somehow makes sense as it appears to be a bread people ate in the dark ages  geography  tiger bread think you are edgy and different in reality a variation of white bread and generally regarded like english  something you do because you couldnt make your mind up at alevel slightly better job prospects as people may pick you for the novelty  philosophy  pitta bread spend so long figuring out how to do it properly ends up a pile of crumbs  languages  panini a staple will always be studied will always be eaten both the basis of the appeal of tiny cafs  liberal arts  pumpernickel bread what is it how do you find it what does it mean what is it made of  physics  granary bread again good for you but only strange people are into it  chemistry  brown seeded bread slightly more interesting than standard brown bread risky might choke on a seed might explode the lab  biology  bagel good vibes generally beloved by everyone takes precise anatomical knowledge to slice in half properly always in a pairing  law  baguette takes a lot of effort to eat but worth the pay off high risk high reward goes off in about 02 seconds but also delicious too tough for the delicate  theology  communion wafer all about christ goes well with wine there always seems to be empty bottles on the floor in the department  classics  cinnamon  raisin bagel some people love it some people hate it posh for people with acquired tastes  economics  brioche exceedingly rich in flavour and financial status thinks its better than it is because its always a popular choice  not going to uni  sourdough bread the best option,256,157
#Bristruth26550,just showed my 4th year grumpiness and ratted 2 fresher girls that wouldnt stop talking in the ass out to a librarian  its a slippery slope from this to yelling at people on the street from my porch to be quiet,39,8
#Bristruth26544,imagine not knowing that jason donervan is named after a person called jason donovan,61,5
#Bristruth26513,you see how vets get their free u2 bus pass do you reckon social science students get a free netflix pass,46,7
#Bristruth26505,after a spontaneous decision to visit the nearest beach one fateful friday night we have decided to rate all of the beaches surrounding bristol beach number 1 clevedon beach  pretrip hype 9  we were all in a particularly adventurous mood revelling in our edgy evening entertainment travel time 7  only 25 minutes by car from sb not bad beach comfort and quality 4 cold and wet pebble beach with only a little bit of sand sad face wet bums tide 3  came in wayyy too fast so we had to retreat pub proximity 9  could only have been closer if it was on the beach other people 9  only one couple joined us on the beach for a romantic stroll but they didnt linger for long parking 10  absolutely no complaints locals 6  chatty and not excessively friendly but happy to pour us a pint or two other attractions 6  the pier was closed  general vibe 65  overall rating 772,27,11
#Bristruth26501,whoever said you cant buy happiness has clearly never been plant shopping,145,170
#Bristruth26491,mfs who go to swx be talking about my life is a movie yeah bro the 40 year old virgin,55,13
#Bristruth26473,best uk counties ranked god tier  yorkshire shite tier literally everywhere else,73,31
#Bristruth26468,knees weak arms are heavy my flatmate undercooks her spaghetti,18,5
#Bristruth26454,during tough exam periods like these its always important to remember to stay focused believe in yourself stick by your friends and who the fuck am i kidding were all gonna fail and fucking starve,73,13
#Bristruth26435,which half of a hot cross bun is better like top with the cross love bottom,65,3
#Bristruth26425,italian region tier list god tier lombardy veneto good tier emiliaromagna tuscany okay tier liguria valle daosta puglia friuli veneziagiulia umbria piedmont meh tier sicily sardinia marche abruzzo trentino altoadige shit tier campania calabria molise basilicata lazio,36,81
#Bristruth26415,i dont know who needs to hear this but dishes dont need to be left to soak for three days,57,24
#Bristruth26409,bristruth26354  someone clearly got rejected by a welsh person saes fool,5,0
#Bristruth26408,if you havent cried walking back from the triangle alone on a night out are you really a uni of bristol student,287,79
#Bristruth26391,i love reading the comments of bristruths and seeing peoples little interactions with their friends and their cute jokes between them,33,3
#Bristruth26383,for anyone still in the christmas mood clifton down sainsburys is selling mince pie filling for 8p a jar thank me later x,6,11
#Bristruth26381,shoutout to geog second year who finished on the first day of exams,28,12
#Bristruth26379,hertfordshire town ranking god tier welwyn good tier hitchin cheshunt average tier letchworth bishops stortford shit tier hertford watford hatfield ew tier stevenage,54,146
#Bristruth26368,clifton down sainsburys has been out of quorn chicken pieces for almost 3 weeks now not acceptable just trying to spice up my pesto pasta a lil tiny bit pls,32,8
#Bristruth26352,do you think its smart to selfcertify on an exam i know ill most likely fail as a 1st year just want to hear some opinions,0,4
#Bristruth26339,really want to meet a guy naturally rather than on a dating site but it just seems impossible any tips,29,9
#Bristruth26329,dear admin i think its time to accept the anonymous library reviewer is transcending bristruths as we know it let them have their own page im thinking local food culture bars etc i will also not rest until they do a review of jason donervans,115,3
#Bristruth26322,to continue the trend of bristruth26288  as a final year english lit student these are the definitive personality types of this species that i have observed  1 the zombies  you see them in lecture theatres and seminars but have no idea who they are effectively fleshy weights used to fill roomslectures but seem void of any signs of sentience they tend to look like the specific pool of people that are too good for love island but not good enough for made in chelsea theyre in their third year but still maintain a strong stoke bishop energy  2 the dodecahedrons these guys are so edgy they put the regular bristol cool kids to shame corduroy tweed berets faux fur baggy tshirts dms filas flares whatever the trend it definitely started here theres an aspirational bob dylan vibe within this group of people that perhaps somewhat unachieved is pretty charming and at the very least theyve always got filters handy  3 the smart ones a small group of people that actually manage to finish all of the set reading and actually speak during seminars everyone hates them a little bit because they clearly wank to the sound of their own voice but really were all a little relieved when they walk though the door because it means we can all hide behind their massive egos they can be terrible or great most of them consider themselves modern day simone de beauvoirs and satres they are perhaps something closer to rupi kaur  4 the private school ones probably the most vapid were it not for the zombies these ones can be loud and use long words like dodecahedron they probably had a great english teacher in sixth form where they studied ulysses and thought they were living in a real life dead poets society however upon coming to university realised that they didnt really care for english too much and have more often than not read absolutely nothing they have an aura that suggests they kinda miss the empire it is sometimes hard to distinguish between this type of student and the smart one as they are both good at bullshitting a good way to determine which is which the private school ones can exclusively be found in bargs every other night  5 the other 30 these guys are just pretty normal sweet smart people the kind youd be relieved to have in a group presentation diligently read the books and do well without boasting youll find yourself thinking i wonder why were not really good friends then you remember theyre mindnumbingly boring  6 and last but certainly not least the poets these tortured artists can often be found scribbling down lines of poetry with knitted brows as they wonder which one would be best to send to helicon you might see them sitting across from you in lifedrawing or getting arrested at that xr protest yeah theyre a little bit cliched but theyre pretty fit so you go along with their whims anyway all this aside you could probably see them voting tory in 20 years time,47,21
#Bristruth26318,bristruth26287 the irony of this is i immediately cracked my knuckles after seeing it thx for reminding me xxx,20,1
#Bristruth26315,can people stop screaming and shouting outside halls of residences just give us until after exams before you start acting like animals in the middle of the night i beg you,32,7
#Bristruth26310,geography students are underrated basically 12 degrees in 1 and not even sponsored by crayola,128,103
#Bristruth26302,i know there are loads of exam stress and mental health posts out there right now but i seriously cannot stress enough the importance of talking about whats going on in your mind with other people it doesnt matter who you are what you identify as or how old you are etc were all human with complex minds and while it is often tempting to run away from thoughts which seem like they shouldnt be there it is always best to talk about them rather than locking them away where they can fester and come back to haunt you even more these may be thoughts that have been around for years or maybe have just surfaced but honestly it is worth talking to friends family tutors doctors or anyone there is always something in what we so badly want to talk about that others can relate to and i know from experience that it is scary to let these thoughts out and feel the emotions that come with them but in the long term it is better to experience uncomfortable emotions in talking out your thoughts for a short time compared to fencing them in and ignoring them and hoping theyll go away only to have them haunt you more frequently liberate your minds and make your life easier were all human its good to talk and its ok not to be ok,29,0
#Bristruth26287,i dont know who needs to hear this but stop cracking your knuckles,73,72
#Bristruth26268,can all of you in the ass stop eye fucking me just regular fuck plz,21,2
#Bristruth26244,if i miss the pause button and accidentally skip back to the beginning of the replay one more time im gonna drop out,288,8
#Bristruth26204,its going to rain all through the exam period which is good because people wont be able to see my tears,63,13
#Bristruth26194,the only thing im looking forward about returning to bristol is having a different tinder feed,24,8
#Bristruth26177,big love to my fellow brothers and sisters in the top floor ass community,6,0
#Bristruth26169,does anyone have any experience with bursaries  im not entitled to a bursary due to my parents income being just above the benchmark however they cannot give me the money i need to pay for the rest of my halls rent which my loan doesnt cover and also living expenses i already have a job this year so im not sure what else i can do as i dont fulfil any bursary criteria,2,3
#Bristruth26168,for anyone whos wondering  it takes a full 100 seconds to fill up a 500ml bottle of water from the fountain at the top floor of the ass,120,16
#Bristruth26167,to sum up how revision is going i just went downstairs to get my laptop charger and ended up eating a whole big bag of doritos with humous then played a few games of fifa then when i went to work again realised i forgot to even get my laptop charger,72,11
#Bristruth26161,any ideas on how to reduce anxiety around returning to bristol not sure ill be going back at this rate ,12,1
#Bristruth26159,sometimes when i see people in the ass come out of the toilet and kind of half assed wash their hands i hog the dryer a bit longer so they have to spend longer washing,12,1
#Bristruth26151,some see the 2 day expiry date on hummus as a downside i see it as a challenge,30,16
#Bristruth26146,feel like pure shit just want to be back in bristol with my flatmates,120,79
#Bristruth26142,as someone who really wants to try veganism veganuary hype but has sensory processing issues  i was wondering are there ways of doing it without pulses being the main source of protein i really struggle with textures like kidney beans etc mushy textures  no but want to do the most for the planet any advice,9,8
#Bristruth26123,can we just take a minute to appreciate how good the band sorry are really great new band that do not get the recognition they deserve get on it bristol,5,1
#Bristruth26115,ranking public boys schools on my best pulls top tier abingdon cant go wrong tier magdalen college school meh tier radley with hindsight never again tier warwick,41,71
#Bristruth26108,my new years resolution is to stop getting fucked over by idiots,26,5
#Bristruth26106,my new years resolution is to stop booing small children during nativity plays,44,7
#Bristruth26100,females of bristol two girls have independently told me that i smell like lolas is this a good thing,3,13
#Bristruth26069,the rep is real when your 84yearold grandad asks you whether motion had a drugsfree zone at your boxing day family dinner,10,0
#Bristruth26067,my new years resolution is to not shit anywhere apart from the toilet  yours sincerely  the phantom shitter x,81,54
#Bristruth26059,coming to bristol this year as a postgrad ive noticed that undergrad bristol students fit into one of two categories with an almost nonexistent middle ground they either look like theyve just finished primary school or they look like theyve smoked 80 a day since birth,99,14
#Bristruth26053,as a guy i find it kinda disgusting when my male friends send me text kisses and then act like im weird when i try to kiss them in real life like mate dont send them if you dont mean it xxx,278,81
#Bristruth26051,so interesting to see which of my friends have liked which bristruths some of u r strange,25,1
#Bristruth26030,my new years resolution is to get more attention by any means necessary,120,75
#Bristruth26028,i dont get how students can complain about multiple choice exam questions the answer is literally right in front of you,171,32
#Bristruth25998,normal person with a crush shoots their shot me with a crush swipes obsessively through tinder hoping to find said crush in hope that theyd match with me,44,7
#Bristruth25976,i stopped losing and started getting random socks everytime i do my wash if thats not a sign of me turning into an alpha i dont know what is,39,10
#Bristruth25975,getting injured was the best thing that ever happened to me because it meant i got to quit rowing,42,39
#Bristruth25966,all in favour of a separate bristruth page for politics say aye,128,2
#Bristruth25942,wonderful to see all my friends on snapmap slowly making the pilgrimage back to surrey,118,20
#Bristruth25930,shout out to the fire alarm at orchard heights that woke me up for my coach otherwise id be spending xmas in bristol,43,1
#Bristruth25922,if i am in the truman show its an extremely low budget production because i swear see the same people on the pavement every single day,78,8
#Bristruth25912,i miss the days when we just argued about which milk is best instead of insulting people based on their political opinions,157,12
#Bristruth25911,allllll i want for christmassssssss is my flat mate to pay me the fucking bill money,40,35
#Bristruth25907,ive been having sex with men for years but i think i might be very very gay help,20,19
#Bristruth25871,weve seen the guys on john carrs terrace piss in their garden multiple times now do you not have a toilet,9,15
#Bristruth25862,yeah life is shit but have you ever bought a pack of condoms in freshers week that over a year late you have still unopened,53,29
#Bristruth25859,hi guys i have a question ive recently decided to go vegan and start smoking rollups ive also been listening to a lot of dnb and sometimes i pretend to care about poor people and the environment plus all of my trousers are way too big how long will it take before i start to develop a personality,676,86
#Bristruth25846,theres more snakiness in second year trying to sort housing for third year than there ever was in first year people are shit,35,4
#Bristruth25802,i missed my grades for getting into bristol by one and ive been at sussex for a term but am very close to dropping out resitting that exam and reapplying for bristol thoughts,11,1
#Bristruth25799,looked pretty hot at mvball and didnt get a single briscrush or marriage proposal i want a refund,20,8
#Bristruth25792,had enough of my flatmates honestly someone get a camera ready cause im about to pop off and everyones getting hit,15,16
#Bristruth25764,does your first full day in the library of the year justify an uber home,36,18
#Bristruth25744,i tell all my friends my designer clothes are replicas because i dont want them to know im rich,35,15
#Bristruth25711,a poem for my flatmate  dearest neighbour on my right your moaning halts my sleep at night when morning comes ill rise unrested slumber stifled ears molested  prithee quickly come tomorrow your pleasure only grows my sorrow nobodys hitting up my phone so i sit weeping wanking alone  life affords me paltry pleasure nobody to love and little to treasure but this while you sweat on sheets of silk im drinking all your fucking milk,309,47
#Bristruth25710,my friend thought mulled wine was mould wine and asked why anyone would enjoy that,19,8
#Bristruth25705,writing happy day of birth instead of happy birthday is not a substitute for a personality,19,0
#Bristruth25702,turning the communal toaster off at the wall is the 8th deadly sin,124,33
